"","BASEFLOW","QUICKFLOW"
"3606",4.004,0.096
"3607",4,0
"3608",4,0
"3609",4.001,0.599
"3610",4.004,0.596
"3611",4.008,1.192
"3612",4.011,0.589
"3613",4.014,0.286
"3614",4.015,0.185
"3615",4.008,0.392
"3616",4,0
"3617",4.002,1.698
"3618",4.02,7.88
"3619",4.068,5.332
"3620",4.149,10.051
"3621",4.258,6.842
"3622",4.373,4.027
"3623",4.478,2.322
"3624",4.572,1.428
"3625",4.657,1.043
"3626",4.736,1.464
"3627",4.812,2.188
"3628",4.888,2.212
"3629",4.97,4.93
"3630",5.09,23.71
"3631",5.238,20.762
"3632",5.368,5.432
"3633",5.476,3.124
"3634",5.566,1.734
"3635",5.645,0.955
"3636",5.716,2.284
"3637",5.783,0.817
"3638",5.846,1.954
"3639",5.907,8.693
"3640",5.962,10.138
"3641",6.007,7.093
"3642",6.04,2.96
"3643",6.06,1.94
"3644",6.067,2.933
"3645",5.961,1.239
"3646",5.885,0.715
"3647",5.843,0.357
"3648",5.822,0.178
"3649",5.806,0.994
"3650",5.784,2.116
"3651",5.75,2.95
"3652",5.7,1.8
"3653",5.639,1.361
"3654",5.568,1.632
"3655",5.488,1.212
"3656",5.404,1.096
"3657",5.314,1.986
"3658",5.213,1.787
"3659",5.11,1.29
"3660",5.009,1.291
"3661",4.904,1.696
"3662",4.794,1.406
"3663",4.693,1.207
"3664",4.603,1.097
"3665",4.522,0.978
"3666",4.447,0.953
"3667",4.374,0.926
"3668",4.306,0.794
"3669",4.246,0.754
"3670",4.193,0.607
"3671",4.148,0.552
"3672",4.111,0.389
"3673",4.079,1.221
"3674",4.038,2.262
"3675",3.987,1.113
"3676",3.928,1.072
"3677",3.862,0.938
"3678",3.801,0.699
"3679",3.748,0.652
"3680",3.703,0.497
"3681",3.663,0.537
"3682",3.624,0.476
"3683",3.589,0.411
"3684",3.56,0.34
"3685",3.536,0.264
"3686",3.515,0.285
"3687",3.496,0.204
"3688",3.478,1.122
"3689",3.456,0.444
"3690",3.433,0.267
"3691",3.411,0.389
"3692",3.388,0.312
"3693",3.362,0.438
"3694",3.339,0.261
"3695",3.321,0.179
"3696",3.311,0.089
"3697",3.304,0.096
"3698",3.3,0
"3699",3.305,4.095
"3700",3.315,1.685
"3701",3.323,0.877
"3702",3.329,0.571
"3703",3.332,0.368
"3704",3.332,0.268
"3705",3.315,0.185
"3706",3.304,0.096
"3707",3.3,0
"3708",3.304,2.496
"3709",3.319,4.181
"3710",3.352,2.448
"3711",3.395,1.605
"3712",3.439,1.161
"3713",3.481,0.819
"3714",3.519,0.681
"3715",3.554,1.146
"3716",3.586,0.814
"3717",3.614,0.886
"3718",3.638,0.862
"3719",3.66,0.64
"3720",3.678,0.522
"3721",3.692,2.708
"3722",3.703,1.697
"3723",3.71,1.29
"3724",3.713,0.887
"3725",3.654,0.746
"3726",3.593,1.107
"3727",3.535,0.665
"3728",3.479,2.021
"3729",3.414,1.286
"3730",3.342,0.958
"3731",3.272,0.828
"3732",3.213,0.687
"3733",3.162,0.638
"3734",3.114,0.586
"3735",3.075,0.425
"3736",3.04,0.46
"3737",3.007,0.393
"3738",2.974,0.826
"3739",2.938,0.562
"3740",2.898,0.602
"3741",2.855,0.545
"3742",2.815,0.485
"3743",2.78,0.42
"3744",2.75,0.35
"3745",2.726,0.274
"3746",2.703,0.297
"3747",2.679,0.321
"3748",2.653,0.347
"3749",2.633,0.167
"3750",2.624,0.076
"3751",2.618,0.082
"3752",2.611,0.089
"3753",2.604,0.096
"3754",2.6,0
"3755",2.6,0.2
"3756",2.605,2.995
"3757",2.624,3.776
"3758",2.664,7.036
"3759",2.739,10.561
"3760",2.833,6.067
"3761",2.921,3.779
"3762",2.999,2.801
"3763",3.065,2.135
"3764",3.12,1.58
"3765",3.166,1.234
"3766",3.204,0.996
"3767",3.236,0.864
"3768",3.262,0.638
"3769",3.285,0.715
"3770",3.304,0.596
"3771",3.32,0.28
"3772",3.333,0.167
"3773",3.346,0.154
"3774",3.359,1.241
"3775",3.375,0.925
"3776",3.395,0.905
"3777",3.419,2.681
"3778",3.451,1.949
"3779",3.503,10.697
"3780",3.586,3.614
"3781",3.683,2.317
"3782",3.775,1.625
"3783",3.86,1.14
"3784",3.938,0.962
"3785",4.011,0.989
"3786",4.079,1.421
"3787",4.148,4.552
"3788",4.228,3.272
"3789",4.315,2.385
"3790",4.415,10.485
"3791",4.545,7.855
"3792",4.691,16.809
"3793",4.827,9.673
"3794",4.944,4.756
"3795",5.041,3.059
"3796",5.12,2.28
"3797",5.185,3.715
"3798",5.236,1.964
"3799",5.275,1.625
"3800",5.304,1.096
"3801",5.327,0.773
"3802",5.344,1.256
"3803",5.357,2.543
"3804",5.364,1.336
"3805",5.363,0.737
"3806",5.303,0.897
"3807",5.243,0.757
"3808",5.179,2.721
"3809",5.109,0.891
"3810",5.049,0.651
"3811",4.995,1.605
"3812",4.933,0.867
"3813",4.881,0.519
"3814",4.839,0.561
"3815",4.797,0.503
"3816",4.751,3.849
"3817",4.691,1.509
"3818",4.63,0.67
"3819",4.596,0.204
"3820",4.58,0.32
"3821",4.559,1.941
"3822",4.531,0.469
"3823",4.508,0.192
"3824",4.5,0
"3825",4.501,0.499
"3826",4.504,0.596
"3827",4.509,0.691
"3828",4.516,0.084
"3829",4.522,0.078
"3830",4.528,0.272
"3831",4.534,0.866
"3832",4.54,0.26
"3833",4.544,0.056
"3834",4.549,0.651
"3835",4.552,0.048
"3836",4.557,0.443
"3837",4.565,2.335
"3838",4.58,0.82
"3839",4.6,0.7
"3840",4.621,0.979
"3841",4.642,0.258
"3842",4.665,3.135
"3843",4.693,0.807
"3844",4.721,1.079
"3845",4.746,2.854
"3846",4.768,1.332
"3847",4.786,1.214
"3848",4.8,0.8
"3849",4.811,0.489
"3850",4.818,0.382
"3851",4.822,0.378
"3852",4.825,1.375
"3853",4.813,0.287
"3854",4.786,2.314
"3855",4.742,6.858
"3856",4.671,1.829
"3857",4.585,1.115
"3858",4.511,0.789
"3859",4.444,2.956
"3860",4.367,1.033
"3861",4.291,0.909
"3862",4.217,1.383
"3863",4.145,0.855
"3864",4.08,0.82
"3865",4.025,0.575
"3866",3.983,0.517
"3867",3.938,2.062
"3868",3.887,0.713
"3869",3.837,0.563
"3870",3.799,0.401
"3871",3.767,0.533
"3872",3.74,0.26
"3873",3.718,0.282
"3874",3.7,0.2
"3875",3.691,0.009
"3876",3.69,0.81
"3877",3.682,2.018
"3878",3.666,0.834
"3879",3.643,0.857
"3880",3.605,7.095
"3881",3.543,1.257
"3882",3.473,0.827
"3883",3.427,0.373
"3884",3.405,0.195
"3885",3.384,3.416
"3886",3.351,1.049
"3887",3.309,0.591
"3888",3.269,0.431
"3889",3.233,1.367
"3890",3.191,0.609
"3891",3.147,0.553
"3892",3.102,0.898
"3893",3.061,0.439
"3894",3.029,0.371
"3895",3.008,0.192
"3896",3,0
"3897",3,0.3
"3898",3.003,0.997
"3899",3.016,5.084
"3900",3.052,6.848
"3901",3.114,3.486
"3902",3.194,5.306
"3903",3.281,3.119
"3904",3.364,3.236
"3905",3.439,1.761
"3906",3.505,2.095
"3907",3.564,1.936
"3908",3.614,1.786
"3909",3.657,0.943
"3910",3.694,1.806
"3911",3.725,0.775
"3912",3.751,1.049
"3913",3.773,0.927
"3914",3.79,3.21
"3915",3.802,2.298
"3916",3.808,1.292
"3917",3.779,0.721
"3918",3.733,0.467
"3919",3.708,0.192
"3920",3.7,0
"3921",3.706,4.294
"3922",3.726,1.574
"3923",3.753,1.347
"3924",3.778,1.722
"3925",3.801,1.699
"3926",3.821,1.579
"3927",3.837,0.963
"3928",3.85,0.55
"3929",3.859,0.741
"3930",3.865,0.235
"3931",3.869,1.731
"3932",3.872,0.228
"3933",3.873,1.027
"3934",3.863,0.137
"3935",3.85,0.85
"3936",3.832,1.968
"3937",3.806,0.794
"3938",3.772,1.328
"3939",3.732,0.568
"3940",3.691,0.509
"3941",3.648,1.352
"3942",3.602,0.598
"3943",3.566,0.334
"3944",3.539,0.561
"3945",3.506,1.794
"3946",3.467,0.633
"3947",3.423,0.577
"3948",3.392,0.208
"3949",3.374,1.226
"3950",3.35,0.75
"3951",3.321,0.779
"3952",3.288,0.612
"3953",3.253,0.447
"3954",3.229,0.171
"3955",3.215,0.185
"3956",3.204,0.096
"3957",3.2,0
"3958",3.202,1.598
"3959",3.212,2.188
"3960",3.235,4.565
"3961",3.292,15.408
"3962",3.443,37.257
"3963",3.682,22.518
"3964",3.925,10.675
"3965",4.138,6.562
"3966",4.319,4.481
"3967",4.473,3.227
"3968",4.607,3.493
"3969",4.72,12.88
"3970",4.813,7.087
"3971",4.884,5.116
"3972",4.931,3.569
"3973",4.958,2.542
"3974",4.969,2.031
"3975",4.861,2.039
"3976",4.708,1.892
"3977",4.563,1.837
"3978",4.438,1.362
"3979",4.332,1.368
"3980",4.219,2.481
"3981",4.102,1.498
"3982",3.996,1.204
"3983",3.907,1.093
"3984",3.83,0.87
"3985",3.76,0.94
"3986",3.683,1.117
"3987",3.613,0.787
"3988",3.557,0.643
"3989",3.513,0.487
"3990",3.474,0.526
"3991",3.431,0.669
"3992",3.393,0.407
"3993",3.36,0.44
"3994",3.332,0.268
"3995",3.315,0.185
"3996",3.304,0.096
"3997",3.3,0
"3998",3.302,1.198
"3999",3.314,4.986
"4000",3.356,11.744
"4001",3.445,8.855
"4002",3.571,6.229
"4003",3.728,13.272
"4004",3.921,21.479
"4005",4.121,9.279
"4006",4.3,5.6
"4007",4.454,3.646
"4008",4.587,2.613
"4009",4.704,1.896
"4010",4.81,1.29
"4011",4.914,6.786
"4012",5.056,21.744
"4013",5.236,9.764
"4014",5.413,5.887
"4015",5.571,3.629
"4016",5.711,2.289
"4017",5.836,1.964
"4018",5.948,3.552
"4019",6.049,5.551
"4020",6.138,3.162
"4021",6.214,1.586
"4022",6.282,0.818
"4023",6.344,1.656
"4024",6.429,17.671
"4025",6.536,11.364
"4026",6.638,5.062
"4027",6.723,2.877
"4028",6.795,1.605
"4029",6.856,0.744
"4030",6.916,3.184
"4031",6.99,12.21
"4032",7.073,24.127
"4033",7.14,19.06
"4034",7.186,14.914
"4035",7.203,11.697
"4036",6.78,7.02
"4037",6.339,5.261
"4038",5.981,3.919
"4039",5.667,4.133
"4040",5.377,3.323
"4041",5.14,2.76
"4042",4.936,2.464
"4043",4.757,2.143
"4044",4.603,1.797
"4045",4.47,1.63
"4046",4.338,1.762
"4047",4.203,1.697
"4048",4.09,1.21
"4049",4,1.1
"4050",3.919,0.981
"4051",3.839,1.061
"4052",3.765,0.835
"4053",3.706,0.694
"4054",3.649,0.851
"4055",3.596,0.604
"4056",3.551,0.549
"4057",3.504,2.796
"4058",3.444,1.356
"4059",3.376,0.924
"4060",3.313,0.687
"4061",3.261,0.639
"4062",3.213,0.587
"4063",3.165,0.835
"4064",3.111,2.289
"4065",3.045,1.955
"4066",2.967,1.333
"4067",2.881,1.219
"4068",2.793,1.107
"4069",2.707,1.093
"4070",2.627,0.973
"4071",2.556,0.844
"4072",2.492,0.808
"4073",2.43,0.77
"4074",2.376,0.624
"4075",2.325,0.675
"4076",2.274,0.626
"4077",2.228,0.572
"4078",2.185,0.515
"4079",2.148,0.452
"4080",2.111,0.489
"4081",2.075,0.425
"4082",2.045,0.355
"4083",2.016,0.384
"4084",1.989,0.311
"4085",1.964,0.336
"4086",1.935,1.365
"4087",1.901,0.599
"4088",1.865,0.435
"4089",1.834,0.366
"4090",1.805,0.395
"4091",1.777,0.323
"4092",1.754,0.246
"4093",1.735,0.265
"4094",1.713,0.287
"4095",1.694,0.206
"4096",1.677,0.223
"4097",1.659,0.241
"4098",1.639,0.561
"4099",1.617,0.283
"4100",1.598,0.202
"4101",1.582,0.418
"4102",1.562,1.038
"4103",1.538,0.462
"4104",1.513,0.287
"4105",1.49,0.31
"4106",1.469,0.231
"4107",1.45,0.25
"4108",1.434,0.166
"4109",1.421,0.179
"4110",1.406,0.294
"4111",1.39,0.21
"4112",1.373,0.227
"4113",1.359,0.141
"4114",1.347,0.153
"4115",1.335,0.165
"4116",1.321,0.179
"4117",1.311,0.089
"4118",1.304,0.096
"4119",1.3,0
"4120",1.3,0.1
"4121",1.301,0.599
"4122",1.31,3.99
"4123",1.339,7.261
"4124",1.384,6.316
"4125",1.426,2.774
"4126",1.46,1.74
"4127",1.487,1.213
"4128",1.507,0.893
"4129",1.522,0.678
"4130",1.532,0.568
"4131",1.539,0.361
"4132",1.543,0.357
"4133",1.546,0.254
"4134",1.545,0.255
"4135",1.529,0.171
"4136",1.515,0.185
"4137",1.504,0.096
"4138",1.5,0
"4139",1.5,0.1
"4140",1.5,0
"4141",1.5,0.1
"4142",1.501,0.199
"4143",1.503,0.397
"4144",1.506,0.294
"4145",1.511,0.289
"4146",1.516,0.284
"4147",1.525,2.175
"4148",1.538,0.562
"4149",1.55,0.15
"4150",1.564,2.036
"4151",1.587,3.413
"4152",1.619,1.381
"4153",1.652,1.748
"4154",1.682,0.918
"4155",1.708,0.692
"4156",1.731,0.569
"4157",1.751,1.049
"4158",1.767,1.233
"4159",1.78,0.72
"4160",1.79,0.41
"4161",1.797,0.303
"4162",1.802,0.598
"4163",1.805,0.295
"4164",1.806,0.194
"4165",1.804,0.096
"4166",1.8,0
"4167",1.8,0
"4168",1.802,1.398
"4169",1.808,0.492
"4170",1.818,0.582
"4171",1.832,2.768
"4172",1.856,1.644
"4173",1.888,3.212
"4174",1.932,3.068
"4175",1.983,3.217
"4176",2.031,2.069
"4177",2.074,1.326
"4178",2.112,0.988
"4179",2.144,0.656
"4180",2.173,0.627
"4181",2.198,0.302
"4182",2.222,1.878
"4183",2.251,1.249
"4184",2.29,5.31
"4185",2.342,2.058
"4186",2.401,0.999
"4187",2.46,1.54
"4188",2.515,0.685
"4189",2.567,1.033
"4190",2.621,3.979
"4191",2.682,2.718
"4192",2.743,3.357
"4193",2.799,2.101
"4194",2.848,2.352
"4195",2.891,1.609
"4196",2.927,1.073
"4197",2.956,0.944
"4198",2.98,2.02
"4199",2.997,1.903
"4200",3.009,0.991
"4201",3.015,0.685
"4202",3.015,0.485
"4203",2.976,0.724
"4204",2.931,1.169
"4205",2.892,0.408
"4206",2.867,0.233
"4207",2.834,9.666
"4208",2.768,1.832
"4209",2.703,0.597
"4210",2.675,0.125
"4211",2.656,6.144
"4212",2.615,1.785
"4213",2.558,0.842
"4214",2.509,0.491
"4215",2.477,0.323
"4216",2.447,2.753
"4217",2.404,2.796
"4218",2.347,1.253
"4219",2.283,0.817
"4220",2.229,0.571
"4221",2.183,0.817
"4222",2.131,0.769
"4223",2.089,0.411
"4224",2.059,0.341
"4225",2.031,0.569
"4226",2.001,0.499
"4227",1.976,0.224
"4228",1.957,0.243
"4229",1.942,0.158
"4230",1.929,0.271
"4231",1.915,0.185
"4232",1.904,0.096
"4233",1.9,0
"4234",1.9,0.4
"4235",1.9,0
"4236",1.9,0
"4237",1.902,1.598
"4238",1.909,0.491
"4239",1.919,0.281
"4240",1.93,0.27
"4241",1.941,0.259
"4242",1.951,0.149
"4243",1.966,3.934
"4244",1.995,3.305
"4245",2.036,1.364
"4246",2.082,1.018
"4247",2.127,0.973
"4248",2.17,0.93
"4249",2.211,1.089
"4250",2.249,0.951
"4251",2.283,1.117
"4252",2.314,0.986
"4253",2.341,3.659
"4254",2.364,2.036
"4255",2.382,3.418
"4256",2.395,1.705
"4257",2.401,1.199
"4258",2.357,1.143
"4259",2.298,0.402
"4260",2.264,1.136
"4261",2.225,0.575
"4262",2.181,1.319
"4263",2.131,0.869
"4264",2.084,0.516
"4265",2.05,0.35
"4266",2.026,0.274
"4267",2.004,0.296
"4268",1.98,0.32
"4269",1.958,0.242
"4270",1.942,0.158
"4271",1.929,0.371
"4272",1.915,0.185
"4273",1.904,0.096
"4274",1.9,0
"4275",1.9,0
"4276",1.9,0.1
"4277",1.901,0.099
"4278",1.904,1.696
"4279",1.916,2.884
"4280",1.938,1.162
"4281",1.966,0.934
"4282",1.995,1.005
"4283",2.026,1.274
"4284",2.059,0.941
"4285",2.094,1.906
"4286",2.146,10.654
"4287",2.228,3.672
"4288",2.333,6.167
"4289",2.451,4.449
"4290",2.583,7.717
"4291",2.718,4.882
"4292",2.84,3.26
"4293",2.95,2.05
"4294",3.049,1.351
"4295",3.139,1.361
"4296",3.221,2.179
"4297",3.296,3.204
"4298",3.362,1.438
"4299",3.422,0.978
"4300",3.475,1.825
"4301",3.523,1.177
"4302",3.564,3.836
"4303",3.599,2.101
"4304",3.628,0.972
"4305",3.651,0.649
"4306",3.67,0.23
"4307",3.691,2.509
"4308",3.725,6.475
"4309",3.79,10.51
"4310",3.895,6.905
"4311",4.014,4.686
"4312",4.122,2.878
"4313",4.22,5.08
"4314",4.306,4.394
"4315",4.379,2.321
"4316",4.441,1.759
"4317",4.493,1.207
"4318",4.537,0.963
"4319",4.574,1.226
"4320",4.607,0.393
"4321",4.64,3.06
"4322",4.678,2.522
"4323",4.716,2.984
"4324",4.75,2.15
"4325",4.779,0.821
"4326",4.804,0.296
"4327",4.828,1.472
"4328",4.855,1.445
"4329",4.899,10.501
"4330",4.982,10.918
"4331",5.085,4.415
"4332",5.178,2.522
"4333",5.26,3.84
"4334",5.33,7.67
"4335",5.388,3.712
"4336",5.432,3.068
"4337",5.462,2.238
"4338",5.478,2.122
"4339",5.471,1.429
"4340",5.376,1.024
"4341",5.277,11.823
"4342",5.131,5.469
"4343",4.948,2.752
"4344",4.746,2.654
"4345",4.559,2.141
"4346",4.406,1.794
"4347",4.277,1.523
"4348",4.165,1.335
"4349",4.069,1.131
"4350",3.99,0.91
"4351",3.92,0.88
"4352",3.861,0.639
"4353",3.813,0.587
"4354",3.774,0.426
"4355",3.743,0.357
"4356",3.718,0.282
"4357",3.704,0.096
"4358",3.7,0
"4359",3.7,0
"4360",3.7,0
"4361",3.711,10.289
"4362",3.732,7.768
"4363",3.746,3.254
"4364",3.753,1.847
"4365",3.686,1.314
"4366",3.596,1.004
"4367",3.522,0.878
"4368",3.463,0.637
"4369",3.416,0.584
"4370",3.376,0.424
"4371",3.346,0.354
"4372",3.317,0.383
"4373",3.295,0.205
"4374",3.282,0.118
"4375",3.271,0.729
"4376",3.255,2.245
"4377",3.229,1.171
"4378",3.195,0.605
"4379",3.16,0.44
"4380",3.132,0.268
"4381",3.115,0.185
"4382",3.104,0.096
"4383",3.1,0
"4384",3.1,0
"4385",3.1,0.2
"4386",3.102,0.798
"4387",3.111,3.489
"4388",3.142,8.258
"4389",3.199,4.701
"4390",3.264,2.036
"4391",3.323,1.377
"4392",3.376,0.924
"4393",3.423,0.577
"4394",3.468,1.832
"4395",3.549,26.851
"4396",3.659,15.541
"4397",3.753,5.747
"4398",3.826,3.574
"4399",3.881,2.419
"4400",3.92,1.78
"4401",3.949,1.251
"4402",3.969,0.831
"4403",3.985,0.515
"4404",3.997,0.303
"4405",4.007,0.393
"4406",4.015,0.185
"4407",4.022,1.478
"4408",4.028,3.072
"4409",4.031,1.069
"4410",4.016,0.584
"4411",3.971,1.429
"4412",3.92,0.88
"4413",3.876,0.424
"4414",3.84,1.16
"4415",3.797,2.403
"4416",3.743,1.057
"4417",3.679,2.021
"4418",3.605,1.295
"4419",3.532,0.868
"4420",3.474,0.626
"4421",3.431,0.469
"4422",3.397,0.403
"4423",3.373,0.227
"4424",3.353,1.447
"4425",3.32,4.78
"4426",3.268,2.332
"4427",3.199,1.501
"4428",3.12,1.18
"4429",3.041,0.959
"4430",2.971,0.829
"4431",2.912,0.688
"4432",2.861,0.639
"4433",2.813,0.587
"4434",2.769,0.531
"4435",2.726,0.674
"4436",2.683,0.517
"4437",2.645,0.455
"4438",2.609,0.491
"4439",2.573,0.427
"4440",2.542,0.358
"4441",2.513,0.387
"4442",2.486,0.314
"4443",2.46,0.34
"4444",2.437,0.263
"4445",2.416,0.284
"4446",2.397,0.203
"4447",2.38,0.22
"4448",2.362,0.238
"4449",2.347,0.153
"4450",2.335,0.165
"4451",2.321,0.179
"4452",2.311,0.089
"4453",2.304,0.096
"4454",2.3,0
"4455",2.3,0
"4456",2.3,0
"4457",2.301,1.899
"4458",2.303,0.297
"4459",2.304,0.096
"4460",2.304,0.096
"4461",2.3,0
"4462",2.3,0.1
"4463",2.3,0.1
"4464",2.3,0.1
"4465",2.3,0
"4466",2.3,0
"4467",2.301,0.499
"4468",2.302,2.298
"4469",2.3,1.3
"4470",2.277,0.923
"4471",2.249,0.651
"4472",2.216,0.484
"4473",2.183,0.417
"4474",2.153,0.347
"4475",2.125,0.375
"4476",2.099,0.301
"4477",2.078,0.222
"4478",2.06,0.24
"4479",2.041,0.259
"4480",2.02,0.48
"4481",1.995,0.705
"4482",1.968,0.432
"4483",1.939,0.361
"4484",1.914,0.286
"4485",1.89,0.31
"4486",1.869,0.231
"4487",1.851,0.249
"4488",1.83,0.27
"4489",1.809,0.291
"4490",1.789,0.211
"4491",1.772,0.228
"4492",1.753,0.247
"4493",1.733,0.267
"4494",1.712,0.288
"4495",1.692,0.208
"4496",1.68,0.12
"4497",1.67,0.13
"4498",1.659,0.141
"4499",1.648,0.152
"4500",1.64,0.06
"4501",1.635,0.065
"4502",1.63,0.07
"4503",1.624,0.076
"4504",1.618,0.082
"4505",1.611,0.089
"4506",1.604,0.096
"4507",1.6,0
"4508",1.6,0.2
"4509",1.602,0.698
"4510",1.606,0.394
"4511",1.612,0.188
"4512",1.619,0.281
"4513",1.625,0.175
"4514",1.631,0.169
"4515",1.636,0.064
"4516",1.642,0.758
"4517",1.65,0.55
"4518",1.66,0.64
"4519",1.673,1.027
"4520",1.69,1.21
"4521",1.709,0.491
"4522",1.73,0.47
"4523",1.752,1.648
"4524",1.777,0.623
"4525",1.803,0.497
"4526",1.828,0.572
"4527",1.86,5.84
"4528",1.904,1.696
"4529",1.949,0.751
"4530",1.991,0.509
"4531",2.029,0.871
"4532",2.065,0.835
"4533",2.097,0.403
"4534",2.128,0.672
"4535",2.158,1.042
"4536",2.192,3.208
"4537",2.235,2.065
"4538",2.286,3.314
"4539",2.344,1.456
"4540",2.401,1.499
"4541",2.453,1.447
"4542",2.5,0.9
"4543",2.543,0.657
"4544",2.582,2.318
"4545",2.616,4.684
"4546",2.645,2.255
"4547",2.668,1.232
"4548",2.686,0.814
"4549",2.698,0.502
"4550",2.707,0.193
"4551",2.715,0.285
"4552",2.721,0.079
"4553",2.729,1.271
"4554",2.739,0.361
"4555",2.756,3.444
"4556",2.783,1.617
"4557",2.817,1.283
"4558",2.853,0.847
"4559",2.886,0.714
"4560",2.917,2.183
"4561",2.944,5.756
"4562",2.967,3.233
"4563",2.983,2.017
"4564",2.994,1.406
"4565",2.997,0.903
"4566",2.94,0.76
"4567",2.879,0.921
"4568",2.824,0.576
"4569",2.785,0.415
"4570",2.74,8.36
"4571",2.666,1.134
"4572",2.611,0.289
"4573",2.6,0
"4574",2.602,1.098
"4575",2.607,0.693
"4576",2.614,0.286
"4577",2.62,0.08
"4578",2.63,2.37
"4579",2.646,1.254
"4580",2.666,4.334
"4581",2.683,2.017
"4582",2.697,3.703
"4583",2.706,1.694
"4584",2.709,1.791
"4585",2.638,1.062
"4586",2.572,0.628
"4587",2.521,0.979
"4588",2.474,0.526
"4589",2.439,0.361
"4590",2.406,2.594
"4591",2.363,1.837
"4592",2.307,1.793
"4593",2.24,1.46
"4594",2.168,0.932
"4595",2.097,0.903
"4596",2.035,0.665
"4597",1.986,0.614
"4598",1.944,0.456
"4599",1.907,0.493
"4600",1.875,0.325
"4601",1.853,0.247
"4602",1.833,0.367
"4603",1.815,0.185
"4604",1.804,0.096
"4605",1.8,0
"4606",1.8,0
"4607",1.8,0.2
"4608",1.8,0
"4609",1.801,0.399
"4610",1.803,0.397
"4611",1.809,1.991
"4612",1.818,0.682
"4613",1.825,0.475
"4614",1.831,0.169
"4615",1.837,0.063
"4616",1.841,0.459
"4617",1.846,0.054
"4618",1.85,0.45
"4619",1.858,1.342
"4620",1.868,0.632
"4621",1.878,0.222
"4622",1.887,0.113
"4623",1.898,1.502
"4624",1.914,1.986
"4625",1.935,0.865
"4626",1.956,0.944
"4627",1.975,0.325
"4628",1.992,0.208
"4629",2.007,0.193
"4630",2.022,0.178
"4631",2.037,1.263
"4632",2.054,3.446
"4633",2.072,1.428
"4634",2.086,0.714
"4635",2.098,0.402
"4636",2.108,0.292
"4637",2.115,0.185
"4638",2.122,0.078
"4639",2.13,1.97
"4640",2.144,0.356
"4641",2.16,2.24
"4642",2.174,1.126
"4643",2.187,2.913
"4644",2.196,3.004
"4645",2.202,1.898
"4646",2.184,1.116
"4647",2.117,0.883
"4648",2.045,1.055
"4649",1.984,0.616
"4650",1.942,0.458
"4651",1.909,0.391
"4652",1.881,0.319
"4653",1.859,0.241
"4654",1.839,0.661
"4655",1.821,0.179
"4656",1.811,0.089
"4657",1.804,0.096
"4658",1.8,0
"4659",1.8,0.1
"4660",1.8,0
"4661",1.801,0.799
"4662",1.804,0.096
"4663",1.81,0.79
"4664",1.825,5.675
"4665",1.847,1.153
"4666",1.868,0.432
"4667",1.885,0.215
"4668",1.901,0.199
"4669",1.916,0.284
"4670",1.933,2.167
"4671",1.952,1.248
"4672",1.97,0.63
"4673",1.986,2.414
"4674",1.998,2.402
"4675",2.007,0.993
"4676",2.013,0.587
"4677",2.015,0.285
"4678",2.01,0.19
"4679",1.999,0.101
"4680",1.994,0.006
"4681",1.993,0.407
"4682",1.992,0.008
"4683",1.991,0.309
"4684",1.99,0.01
"4685",1.985,2.515
"4686",1.97,1.83
"4687",1.945,0.755
"4688",1.919,0.281
"4689",1.9,0.2
"4690",1.884,0.316
"4691",1.865,0.735
"4692",1.845,0.255
"4693",1.829,0.171
"4694",1.815,0.185
"4695",1.804,0.096
"4696",1.8,0
"4697",1.8,0
"4698",1.801,0.499
"4699",1.804,0.796
"4700",1.811,1.389
"4701",1.829,4.271
"4702",1.862,3.138
"4703",1.908,1.692
"4704",1.96,2.54
"4705",2.025,7.775
"4706",2.104,3.496
"4707",2.183,2.417
"4708",2.255,1.745
"4709",2.318,1.082
"4710",2.376,0.924
"4711",2.427,0.973
"4712",2.473,0.727
"4713",2.515,0.685
"4714",2.552,0.648
"4715",2.586,0.414
"4716",2.62,2.18
"4717",2.656,0.644
"4718",2.695,1.805
"4719",2.736,1.464
"4720",2.799,15.401
"4721",2.883,6.017
"4722",2.962,3.438
"4723",3.029,2.571
"4724",3.085,2.315
"4725",3.129,2.871
"4726",3.163,1.837
"4727",3.185,1.615
"4728",3.197,1.403
"4729",3.2,1.2
"4730",3.111,1.089
"4731",3.031,0.969
"4732",2.96,0.84
"4733",2.9,0.7
"4734",2.852,0.548
"4735",2.815,0.385
"4736",2.792,0.208
"4737",2.784,0.016
"4738",2.782,0.118
"4739",2.781,0.019
"4740",2.779,0.221
"4741",2.771,3.229
"4742",2.75,2.45
"4743",2.715,0.885
"4744",2.673,0.627
"4745",2.632,0.468
"4746",2.598,0.402
"4747",2.57,0.33
"4748",2.547,0.253
"4749",2.526,0.374
"4750",2.503,0.597
"4751",2.475,1.625
"4752",2.44,0.86
"4753",2.399,0.601
"4754",2.36,0.44
"4755",2.324,0.476
"4756",2.29,0.41
"4757",2.261,0.339
"4758",2.237,0.263
"4759",2.216,0.284
"4760",2.197,0.203
"4761",2.181,0.219
"4762",2.163,0.237
"4763",2.143,0.957
"4764",2.118,0.382
"4765",2.093,0.307
"4766",2.073,0.227
"4767",2.054,0.246
"4768",2.034,0.266
"4769",2.013,0.287
"4770",1.993,0.207
"4771",1.976,0.524
"4772",1.956,0.344
"4773",1.934,0.366
"4774",1.91,0.49
"4775",1.883,0.517
"4776",1.853,0.447
"4777",1.822,0.378
